model_label	FPR	TPR
Early fusion + Elastic Net	0.6012658227848101	1
Early fusion + Elastic Net	0.6044303797468354	1
Early fusion + Elastic Net	0.6075949367088608	1
Early fusion + Elastic Net	0.610759493670886	1
Early fusion + Elastic Net	0.6139240506329113	1
Early fusion + Elastic Net	0.6170886075949367	1
Early fusion + Elastic Net	0.620253164556962	1
Early fusion + Elastic Net	0.6234177215189873	1
Early fusion + Elastic Net	0.6265822784810127	1
Early fusion + Elastic Net	0.629746835443038	1
Early fusion + Elastic Net	0.6329113924050633	1
Early fusion + Elastic Net	0.6360759493670887	1
Early fusion + Elastic Net	0.639240506329114	1
Early fusion + Elastic Net	0.6424050632911392	1
Early fusion + Elastic Net	0.6455696202531646	1
Early fusion + Elastic Net	0.6487341772151899	1
Early fusion + Elastic Net	0.6518987341772151	1
Early fusion + Elastic Net	0.6550632911392404	1
Early fusion + Elastic Net	0.6582278481012658	1
Early fusion + Elastic Net	0.6613924050632911	1
Early fusion + Elastic Net	0.6645569620253164	1
Early fusion + Elastic Net	0.6677215189873418	1
Early fusion + Elastic Net	0.6708860759493671	1
Early fusion + Elastic Net	0.6740506329113924	1
Early fusion + Elastic Net	0.6772151898734178	1
Early fusion + Elastic Net	0.6803797468354431	1
Early fusion + Elastic Net	0.6835443037974683	1
Early fusion + Elastic Net	0.6867088607594937	1
Early fusion + Elastic Net	0.689873417721519	1
Early fusion + Elastic Net	0.6930379746835442	1
Early fusion + Elastic Net	0.6962025316455696	1
Early fusion + Elastic Net	0.6993670886075949	1
Early fusion + Elastic Net	0.7025316455696202	1
Early fusion + Elastic Net	0.7056962025316456	1
Early fusion + Elastic Net	0.7088607594936709	1
Early fusion + Elastic Net	0.7120253164556962	1
Early fusion + Elastic Net	0.7151898734177216	1
Early fusion + Elastic Net	0.7183544303797469	1
Early fusion + Elastic Net	0.7215189873417722	1
Early fusion + Elastic Net	0.7246835443037974	1
Early fusion + Elastic Net	0.7278481012658228	1
Early fusion + Elastic Net	0.7310126582278481	1
Early fusion + Elastic Net	0.7341772151898734	1
Early fusion + Elastic Net	0.7373417721518987	1
Early fusion + Elastic Net	0.740506329113924	1
