layer	model	FPR	TPR
mRNA	Elastic Net	0.7278481012658228	1
mRNA	Elastic Net	0.7310126582278481	1
mRNA	Elastic Net	0.7341772151898734	1
mRNA	Elastic Net	0.7373417721518987	1
mRNA	Elastic Net	0.740506329113924	1
mRNA	Elastic Net	0.7436708860759493	1
mRNA	Elastic Net	0.7468354430379747	1
mRNA	Elastic Net	0.75	1
mRNA	Elastic Net	0.7531645569620253	1
mRNA	Elastic Net	0.7563291139240507	1
mRNA	Elastic Net	0.759493670886076	1
mRNA	Elastic Net	0.7626582278481013	1
mRNA	Elastic Net	0.7658227848101266	1
